GlobalEventID,IsRootEvent,QuadClass,EventCode,EventRootCode,ActionGeo_Lat,ActionGeo_Long,country_code_alpha,source_country_code
709953148,1,1,36,3,50.833333,4.0,BEL,INT
709953149,1,3,130,13,44.5672,-122.12700000000001,USA,INT
709953150,0,1,36,3,24.0,-76.0,BHS,NGA
709953151,0,1,42,4,24.0,-76.0,BHS,NGA
709953152,1,1,32,3,1.0,38.0,KEN,KEN
709953153,0,1,40,4,19.5,-80.666667,CYM,SGP
709953154,1,1,42,4,51.0833,-114.083,CAN,INT
709953155,0,1,51,5,33.7,-117.76799999999999,USA,USA
709953156,1,1,51,5,39.828175,-98.5795,USA,USA
709953158,1,1,20,2,43.6667,-79.4167,CAN,CAN
709953159,1,1,20,2,49.25,-123.133,CAN,CAN
709953160,1,1,43,4,49.25,-123.133,CAN,CAN
709953161,1,1,57,5,45.5,-73.5833,CAN,USA
709953162,1,1,42,4,47.3667,8.55,CHE,NGA
709953163,1,1,10,1,42.1929,125.234,CHN,CAN
709953164,1,1,20,2,31.105999999999998,-97.6475,USA,USA
709953166,0,1,36,3,60.0,100.0,RUS,USA
709953169,1,2,80,8,39.828175,-98.5795,USA,USA
709953170,0,3,112,11,-19.574,31.2176,ZWE,GBR
709953171,0,3,120,12,39.828175,-98.5795,USA,USA
709953172,0,4,173,17,-19.574,31.2176,ZWE,GBR
709953175,1,4,173,17,46.25,15.166667000000002,SVN,INT
709953176,0,1,20,2,51.5,-0.116667,GBR,INT
709953177,0,1,20,2,32.0,53.0,IRN,INT
709953178,1,1,36,3,10.0167,78.7833,IND,IND
709953179,1,1,36,3,39.3498,-75.5148,USA,USA
709953182,1,1,46,4,49.05,-122.3,CAN,CAN
709953183,1,1,51,5,-26.6844,153.05700000000002,AUS,GBR
709953184,0,1,51,5,21.6333,69.6,IND,IND
709953185,1,2,80,8,9.23333,29.8333,SSD,INT
709953186,0,2,874,8,34.0967,-117.72,USA,USA
709953187,1,3,130,13,47.333333,13.333332999999998,AUT,INT
709953188,1,1,43,4,-54.8,-68.3,ARG,USA
709953189,0,1,43,4,45.4667,9.2,ITA,INT
709953190,1,1,43,4,55.6667,12.5833,DNK,INT
709953191,1,1,42,4,50.833333,4.0,BEL,LCA
709953192,1,1,43,4,52.5,5.75,NLD,USA
709953194,1,1,20,2,27.0,30.0,EGY,PSE
709953195,1,1,51,5,27.0,30.0,EGY,USA
709953196,1,1,51,5,40.314,-74.5089,USA,USA
709953197,1,2,63,6,27.0,30.0,EGY,USA
709953198,1,4,170,17,27.0,30.0,EGY,USA
709953199,0,1,40,4,30.6043,32.2723,EGY,INT
709953200,1,1,17,1,48.8667,2.33333,FRA,USA
709953201,1,1,20,2,46.0,2.0,FRA,GBR
709953202,0,1,42,4,49.8242,2.51517,FRA,USA
709953203,1,1,42,4,48.8667,2.33333,FRA,USA
709953204,0,1,42,4,22.5697,88.3697,IND,USA
709953205,1,1,42,4,42.833333,12.833333,ITA,USA
709953206,1,1,43,4,46.0,2.0,FRA,INT
709953207,0,1,46,4,48.8667,2.33333,FRA,IND
709953208,1,1,43,4,48.8667,2.33333,FRA,USA
709953209,0,1,12,1,54.0,-4.0,GBR,SGP
709953210,1,1,43,4,51.5,-0.116667,GBR,INT
709953211,1,2,61,6,54.0,-4.0,GBR,INT
709953212,0,3,100,10,54.0,-4.0,GBR,SGP
709953213,0,3,111,11,54.0,-4.0,GBR,INT
709953214,1,4,173,17,51.7333,0.0,GBR,GBR
709953215,1,4,173,17,51.5,-0.116667,GBR,GBR
709953216,0,4,190,19,49.8242,2.51517,FRA,USA
709953217,0,1,42,4,5.60419,-0.16738,GHA,INT
709953218,0,1,20,2,-20.0536,32.3732,ZWE,ZWE
709953219,0,1,27,2,9.08333,7.53333,NGA,NGA
709953220,0,1,30,3,33.7,73.1667,PAK,PAK
709953221,0,1,36,3,17.3753,78.4744,IND,IND
709953222,1,1,36,3,28.6,77.2,IND,IND
709953223,0,1,36,3,17.3319,78.4664,IND,IND
709953225,1,1,42,4,28.7505,-82.5001,USA,USA
709953226,0,1,42,4,36.17,-119.74600000000001,USA,USA
709953227,1,1,42,4,51.5,10.5,DEU,USA
709953228,1,1,43,4,17.3753,78.4744,IND,IND
709953229,0,1,46,4,20.0247,-75.8219,CUB,INT
709953230,1,1,46,4,51.5,10.5,DEU,USA
709953231,0,1,46,4,20.0247,-75.8219,CUB,INT
709953232,0,1,46,4,8.0,-66.0,VEN,INT
709953233,0,1,50,5,33.7,73.1667,PAK,PAK
709953235,0,1,51,5,46.8167,9.83333,CHE,INT
709953236,0,1,51,5,50.833333,4.0,BEL,LCA
709953237,1,1,57,5,28.6,77.2,IND,IND
709953238,1,3,100,10,28.6,77.2,IND,IND
709953239,1,3,100,10,33.7,73.1667,PAK,PAK
709953240,0,1,42,4,35.685,139.751,JPN,SGP
709953243,1,1,42,4,51.5,-0.116667,GBR,GBR
709953244,1,1,42,4,37.9833,23.7333,GRC,USA
709953245,1,1,42,4,39.8647,-86.2604,USA,INT
709953246,1,2,84,8,51.5,-0.116667,GBR,GBR
709953247,1,4,190,19,13.4531,-16.5775,GMB,AUS
709953248,1,4,190,19,24.8714,67.0306,PAK,USA
709953249,0,3,100,10,18.975,72.8258,IND,IND
709953250,0,3,100,10,18.975,72.8258,IND,IND
709953251,0,3,100,10,28.6667,77.2167,IND,IND
709953252,1,3,1123,11,31.5497,74.3436,PAK,USA
709953253,1,3,1123,11,33.0,66.0,AFG,USA
709953254,1,3,1123,11,33.0,66.0,AFG,USA
709953255,0,3,130,13,28.6667,77.2167,IND,IND
709953256,0,3,130,13,18.975,72.8258,IND,IND
709953257,1,4,190,19,18.975,72.8258,IND,USA
709953258,0,1,36,3,51.5,-0.116667,GBR,INT
709953259,0,1,36,3,32.0,53.0,IRN,INT
709953260,0,2,80,8,51.5,-0.116667,GBR,INT
709953261,0,2,80,8,32.0,53.0,IRN,INT
709953262,1,1,40,4,60.0,100.0,RUS,USA
709953263,0,1,42,4,33.7668,-84.4499,USA,USA
709953264,1,1,46,4,33.7668,-84.4499,USA,USA
709953265,1,1,50,5,38.8951,-77.0364,USA,USA
709953266,1,1,50,5,39.059012,34.911546,TUR,USA
709953267,1,4,192,19,32.0016,-81.0832,USA,USA
709953268,0,1,42,4,38.4199,-117.12200000000001,USA,INT
709953269,0,1,42,4,54.0,-4.0,GBR,GBR
709953270,0,4,182,18,33.7,73.1667,PAK,PAK
709953271,1,1,20,2,37.768,-78.2057,USA,USA
709953272,1,1,36,3,18.0,79.5,IND,IND
709953273,1,1,40,4,21.6333,69.6,IND,IND
709953274,1,1,40,4,21.6333,69.6,IND,IND
709953275,0,2,90,9,33.7,73.1667,PAK,PAK
709953276,0,3,110,11,21.1167,73.1167,IND,IND
709953277,0,3,110,11,21.2833,72.9833,IND,IND
709953278,1,1,46,4,33.7712,-111.38799999999999,USA,USA
709953279,0,4,190,19,44.7655,19.2867,BIH,INT
709953280,1,1,42,4,40.3461,-94.8725,USA,USA
709953281,1,3,111,11,-18.0,178.0,FJI,THA
709953282,1,3,111,11,39.059012,34.911546,TUR,THA
709953283,1,1,43,4,51.5,10.5,DEU,INT
709953284,1,1,43,4,20.6667,-103.333,MEX,INT
709953285,1,1,42,4,34.0983,-118.32700000000001,USA,USA
709953286,1,1,43,4,22.5697,88.3697,IND,USA
709953287,1,1,51,5,34.0983,-118.32700000000001,USA,USA
709953288,1,1,51,5,60.0,-96.0,CAN,USA
709953289,0,1,42,4,22.0,98.0,MMR,USA
709953290,1,1,43,4,22.5697,88.3697,IND,USA
709953291,0,4,190,19,44.8186,20.4681,SRB,INT
709953292,0,4,190,19,44.9333,17.1833,BIH,INT
709953293,0,1,36,3,7.0607,5.2282,NGA,NGA
709953294,0,1,43,4,10.0,8.0,NGA,NGA
709953295,1,1,40,4,21.1167,73.1167,IND,IND
709953296,1,1,42,4,32.7153,-117.15700000000001,USA,INT
709953297,1,1,43,4,-36.75,174.583,NZL,NZL
709953298,0,2,80,8,-36.75,174.583,NZL,INT
709953299,0,2,80,8,37.7749,-122.419,USA,INT
709953300,0,1,14,1,33.6,73.0667,PAK,USA
709953301,0,1,51,5,-26.6844,153.05700000000002,AUS,GBR
709953302,0,3,110,11,-26.6844,153.05700000000002,AUS,GBR
709953303,0,3,111,11,49.05,-122.3,CAN,CAN
709953304,1,4,173,17,30.05,31.25,EGY,USA
709953305,1,1,51,5,30.9146,71.52,PAK,PAK
709953306,1,3,141,14,30.9146,71.52,PAK,PAK
709953307,1,3,1411,14,30.9146,71.52,PAK,PAK
709953308,0,4,173,17,31.5497,74.3436,PAK,USA
709953309,0,4,173,17,31.5497,74.3436,PAK,USA
709953310,0,4,173,17,33.0,66.0,AFG,USA
709953311,1,4,190,19,24.8714,67.0306,PAK,USA
709953312,1,4,190,19,33.7,73.1667,PAK,AUS
709953313,0,3,111,11,33.6,73.0667,PAK,USA
709953314,0,4,193,19,31.0175,33.0094,EGY,GBR
709953315,0,1,40,4,40.7625,-73.9744,USA,USA
709953316,0,1,40,4,60.0,100.0,RUS,USA
709953317,1,1,42,4,60.0,100.0,RUS,IND
709953318,1,1,46,4,60.0,100.0,RUS,INT
709953319,1,1,46,4,31.105999999999998,-97.6475,USA,USA
709953320,1,4,173,17,60.0,100.0,RUS,USA
709953321,0,1,46,4,39.059012,34.911546,TUR,USA
709953322,1,1,42,4,24.6408,46.7728,SAU,INT
709953323,1,1,46,4,24.6408,46.7728,SAU,INT
709953324,1,2,62,6,35.0,38.0,SYR,PAK
709953325,1,1,10,1,60.0,100.0,RUS,USA
709953326,1,1,14,1,31.105999999999998,-97.6475,USA,USA
709953327,1,1,20,2,36.17,-119.74600000000001,USA,USA
709953328,1,1,30,3,39.828175,-98.5795,USA,USA
709953329,1,1,36,3,40.446999999999996,-75.9663,USA,INT
709953330,1,1,36,3,41.2503,-79.125,USA,INT
709953331,0,1,36,3,34.146,-82.0193,USA,USA
709953332,1,1,36,3,29.7633,-95.3633,USA,USA
709953333,0,1,40,4,38.0293,-78.4767,USA,USA
709953334,1,1,40,4,42.3584,-71.0598,USA,USA
709953335,1,1,40,4,32.3123,-106.77799999999999,USA,INT
709953336,1,1,40,4,32.3123,-106.77799999999999,USA,INT
709953337,0,1,42,4,27.8006,-97.3964,USA,INT
709953338,1,1,42,4,54.9169,-132.679,USA,USA
709953339,1,1,42,4,37.7749,-122.419,USA,INT
709953340,0,1,42,4,38.8893,-77.05,USA,USA
709953341,1,1,42,4,38.8951,-77.0364,USA,INT
709953342,1,1,42,4,42.3584,-71.0598,USA,USA
709953343,1,1,42,4,32.3123,-106.77799999999999,USA,INT
709953344,1,1,42,4,36.17,-119.74600000000001,USA,USA
709953345,1,1,42,4,39.3498,-75.5148,USA,INT
709953346,1,1,42,4,27.8333,-81.717,USA,INT
709953347,1,1,42,4,46.0,2.0,FRA,INT
709953348,1,1,42,4,38.4623,-92.302,USA,USA
709953349,1,1,42,4,32.3123,-106.77799999999999,USA,INT
709953350,0,1,42,4,52.0,20.0,POL,INT
709953351,1,1,42,4,31.7587,-106.48700000000001,USA,USA
709953352,1,1,42,4,31.105999999999998,-97.6475,USA,USA
709953353,1,1,42,4,39.828175,-98.5795,USA,USA
709953354,1,1,43,4,45.2166,-90.5168,USA,USA
709953355,1,1,43,4,45.2166,-90.5168,USA,USA
709953356,1,1,43,4,39.7392,-104.985,USA,USA
709953357,1,1,43,4,38.8951,-77.0364,USA,USA
709953358,1,1,43,4,31.9029,-106.494,USA,USA
709953359,1,1,43,4,42.1497,-74.9384,USA,INT
709953360,0,1,43,4,31.105999999999998,-97.6475,USA,USA
709953361,0,1,46,4,32.7673,-89.6812,USA,USA
709953362,0,1,46,4,32.7673,-89.6812,USA,USA
709953363,0,1,46,4,42.1497,-74.9384,USA,INT
709953364,1,1,51,5,45.4167,-75.7,CAN,CAN
709953365,1,1,51,5,49.216667,-2.1166669999999996,JEY,USA
709953366,0,1,51,5,38.4199,-117.12200000000001,USA,USA
709953367,1,1,51,5,31.105999999999998,-97.6475,USA,USA
709953368,0,1,57,5,41.4768,-72.0998,USA,USA
709953369,0,1,57,5,41.5834,-72.7622,USA,USA
709953370,1,2,70,7,32.2217,-110.926,USA,USA
709953371,0,3,111,11,42.1497,-74.9384,USA,INT
709953372,0,3,112,11,38.8951,-77.0364,USA,USA
709953373,1,4,173,17,60.0,-96.0,CAN,INT
709953374,1,4,173,17,46.0,2.0,FRA,INT
709953375,0,4,173,17,35.6411,-79.8431,USA,USA
709953376,1,4,173,17,39.828175,-98.5795,USA,USA
709953378,0,4,190,19,29.3941,-94.9155,USA,INT
709953379,0,4,190,19,47.6041,-104.189,USA,USA
709953380,1,4,190,19,38.4199,-117.12200000000001,USA,USA
709953381,1,4,190,19,39.828175,-98.5795,USA,USA
709953382,1,4,192,19,32.3123,-106.77799999999999,USA,INT
709953383,1,4,192,19,34.8375,-106.23700000000001,USA,INT
709953384,1,4,192,19,32.3123,-106.77799999999999,USA,INT
709953385,1,1,40,4,32.799,-86.8073,USA,USA
709953386,1,1,10,1,38.8951,-77.0364,USA,USA
709953387,1,1,10,1,60.0,100.0,RUS,USA
709953388,1,1,42,4,42.1497,-74.9384,USA,GBR
709953390,0,1,22,2,16.166667,107.83333300000001,VNM,USA
709953391,0,1,40,4,16.166667,107.83333300000001,VNM,USA
709953392,1,3,130,13,-20.1513,31.7622,ZWE,ZWE
709953393,1,1,42,4,33.0,66.0,AFG,USA
709953394,1,1,42,4,31.105999999999998,-97.6475,USA,USA
709953395,0,3,112,11,34.5167,69.1833,AFG,INT
709953396,0,3,112,11,33.7,73.1667,PAK,INT
709953397,0,3,112,11,34.5167,69.1833,AFG,INT
709953398,1,4,190,19,38.8951,-77.0364,USA,USA
709953399,1,4,190,19,33.7712,-111.38799999999999,USA,USA
709953400,1,4,190,19,38.8951,-77.0364,USA,USA
709953401,1,4,190,19,33.7712,-111.38799999999999,USA,USA
709953402,1,1,10,1,-26.2,28.0833,ZAF,PAK
709953403,1,3,111,11,8.36667,8.3,NGA,INT
709953404,1,3,111,11,-30.0,26.0,ZAF,INT
709953405,1,4,172,17,47.3667,8.55,CHE,NGA
709953406,1,4,190,19,-1.0,15.0,COG,INT
709953407,1,1,51,5,-20.1513,31.7622,ZWE,ZWE
709953408,0,1,20,2,38.8951,-77.0364,USA,USA
709953409,0,1,20,2,32.7673,-89.6812,USA,USA
709953410,0,3,100,10,32.7673,-89.6812,USA,USA
709953411,1,1,43,4,42.833333,12.833333,ITA,INT
709953412,1,1,43,4,16.0,30.0,SDN,INT
709953416,1,3,111,11,25.2522,55.28,ARE,INT
709953417,1,3,111,11,20.0,77.0,IND,INT
709953418,1,1,10,1,-34.0,-64.0,ARG,AUS
709953419,1,4,173,17,-34.0,-64.0,ARG,AUS
709953420,1,4,173,17,54.0,-4.0,GBR,AUS
709953421,1,1,43,4,-54.8,-68.3,ARG,USA
709953422,0,1,51,5,-38.0023,-57.5575,ARG,USA
709953423,1,1,40,4,5.34111,-4.02806,CIV,INT
709953424,1,1,10,1,-35.2833,149.217,AUS,AUS
709953425,0,1,13,1,-35.2833,149.217,AUS,AUS
709953426,0,1,20,2,-27.7105,114.165,AUS,SGP
709953427,0,1,20,2,-32.0528,115.742,AUS,SGP
709953428,0,1,20,2,-32.0528,115.742,AUS,SGP
709953429,0,1,40,4,-26.6844,153.05700000000002,AUS,GBR
709953430,1,1,42,4,-31.9333,115.833,AUS,AUS
709953431,1,1,43,4,-31.9333,115.833,AUS,SGP
709953432,1,1,43,4,-21.9402,114.125,AUS,SGP
709953433,0,1,51,5,-37.7513,143.107,AUS,SGP
709953434,0,1,51,5,-30.0318,150.635,AUS,AUS
709953435,0,1,51,5,-37.7513,143.107,AUS,SGP
709953436,0,2,90,9,-32.05,115.75,AUS,SGP
709953437,0,2,90,9,-32.05,115.75,AUS,SGP
709953438,0,3,120,12,-30.0318,150.635,AUS,AUS
709953439,1,1,51,5,42.1497,-74.9384,USA,AUS
709953440,1,2,90,9,-33.8833,151.217,AUS,AUS
709953441,0,1,12,1,48.2,16.3667,AUT,INT
709953442,1,1,51,5,48.2,16.3667,AUT,USA
709953443,1,2,80,8,47.333333,13.333332999999998,AUT,INT
709953444,1,1,333,3,-1.0,15.0,COG,INT
709953445,1,1,43,4,50.833333,4.0,BEL,LCA
709953446,1,1,43,4,24.0,90.0,BGD,PAK
709953447,0,1,36,3,24.0,-76.0,BHS,NGA
709953448,0,1,43,4,24.0,-76.0,BHS,NGA
709953450,0,1,10,1,35.685,139.751,JPN,SGP
709953451,1,1,10,1,54.0,-4.0,GBR,INT
709953452,1,1,13,1,39.828175,-98.5795,USA,USA
709953455,0,1,30,3,45.7326,-93.9196,USA,USA
709953456,1,1,30,3,39.828175,-98.5795,USA,USA
709953457,1,1,33,3,39.828175,-98.5795,USA,USA
709953458,0,1,40,4,19.5,-80.666667,CYM,SGP
709953459,1,1,43,4,51.0833,-114.083,CAN,INT
709953460,1,1,51,5,-17.8178,31.0447,ZWE,USA
709953461,1,1,51,5,39.828175,-98.5795,USA,USA
709953462,0,2,70,7,40.5773,-77.264,USA,INT
709953464,0,3,111,11,13.0,122.0,PHL,INT
709953465,1,3,111,11,54.0,-4.0,GBR,INT
709953466,0,3,112,11,32.799,-86.8073,USA,USA
709953467,0,3,120,12,9.08333,7.53333,NGA,NGA
709953468,1,4,172,17,43.3504,-84.5603,USA,USA
709953469,1,4,173,17,44.7666,-110.234,USA,USA
709953470,1,4,173,17,44.6074,-69.3977,USA,USA
709953471,1,4,173,17,46.9048,-110.32600000000001,USA,USA
709953472,0,2,70,7,40.6666,-105.46700000000001,USA,USA
709953473,1,1,51,5,32.799,-86.8073,USA,USA
709953474,0,3,111,11,55.6667,12.5833,DNK,INT
709953475,0,3,111,11,54.0,-4.0,GBR,INT
709953476,0,1,42,4,5.60419,-0.16738,GHA,INT
709953477,1,4,190,19,39.0646,-105.32700000000001,USA,USA
709953479,0,1,43,4,38.0293,-78.4767,USA,USA
709953480,1,1,13,1,39.828175,-98.5795,USA,USA
709953481,1,1,20,2,36.17,-119.74600000000001,USA,USA
709953482,1,1,30,3,39.828175,-98.5795,USA,USA
709953483,1,1,42,4,38.8951,-77.0364,USA,USA
709953484,1,1,42,4,23.0,-102.0,MEX,USA
709953485,1,1,42,4,23.0,-102.0,MEX,USA
709953486,1,1,43,4,33.7712,-111.38799999999999,USA,USA
709953487,0,1,51,5,38.0293,-78.4767,USA,USA
709953488,0,1,51,5,39.7392,-104.985,USA,USA
709953489,1,1,51,5,39.828175,-98.5795,USA,USA
709953490,1,3,112,11,-19.0,29.0,ZWE,ZWE
709953491,1,1,51,5,-19.0,29.0,ZWE,ZWE
709953492,0,1,10,1,22.5697,88.3697,IND,USA
709953493,1,1,10,1,60.0,-96.0,CAN,INT
709953494,1,1,13,1,43.6667,-79.4167,CAN,CAN
709953495,1,1,20,2,60.0,-96.0,CAN,USA
709953496,1,1,26,2,43.6667,-79.4167,CAN,CAN
709953497,1,1,40,4,60.0,-96.0,CAN,CAN
709953498,1,1,42,4,49.25,-123.133,CAN,CAN
709953499,1,1,51,5,60.0,-96.0,CAN,CAN
709953500,1,1,57,5,-1.9536099999999998,30.0606,RWA,USA
709953501,1,1,57,5,45.5,-73.5833,CAN,USA
709953502,1,2,833,8,51.0833,-114.083,CAN,INT
709953503,1,3,111,11,60.0,-96.0,CAN,USA
709953504,1,1,332,3,60.0,-96.0,CAN,CAN
709953505,1,2,62,6,60.0,-96.0,CAN,CAN
709953506,0,3,111,11,60.0,-96.0,CAN,USA
709953507,1,1,10,1,45.4167,-75.7,CAN,USA
709953508,1,1,332,3,60.0,-96.0,CAN,CAN
709953509,1,2,62,6,60.0,-96.0,CAN,CAN
709953510,1,1,43,4,47.3667,8.55,CHE,NGA
709953511,1,1,20,2,46.3412,7.633789999999999,CHE,INT
709953512,1,1,20,2,46.3412,7.633789999999999,CHE,INT
709953513,1,1,43,4,47.3667,8.55,CHE,NGA
709953514,1,1,46,4,47.3667,8.55,CHE,NGA
709953515,1,1,46,4,10.0,8.0,NGA,NGA
709953516,1,1,20,2,46.3412,7.633789999999999,CHE,INT
709953517,1,1,12,1,32.7835,-89.2278,USA,USA
709953518,1,1,12,1,32.7673,-89.6812,USA,USA
709953520,1,2,90,9,42.1929,125.234,CHN,CAN
709953521,1,2,90,9,35.0,105.0,CHN,INT
709953522,0,4,154,15,35.0,105.0,CHN,IND
709953523,0,4,154,15,35.0,105.0,CHN,IND
709953524,0,4,154,15,35.0,105.0,CHN,IND
709953525,0,1,20,2,39.9289,116.38799999999999,CHN,CAN
709953526,1,1,12,1,32.7673,-89.6812,USA,USA
709953527,1,1,10,1,43.0389,-87.9065,USA,INT
709953528,1,1,10,1,31.7667,35.2333,ISR,PSE
709953529,1,1,20,2,31.7667,35.2333,ISR,PSE
709953530,1,1,10,1,46.1956,6.14811,CHE,INT
709953531,1,2,71,7,46.8167,9.83333,CHE,INT
709953532,1,1,42,4,51.5,-0.116667,GBR,USA
709953533,1,1,17,1,31.7587,-106.48700000000001,USA,USA
709953534,1,1,17,1,31.7587,-106.48700000000001,USA,USA
709953535,1,1,42,4,31.7587,-106.48700000000001,USA,USA
709953536,1,1,42,4,31.7587,-106.48700000000001,USA,USA
709953537,1,1,43,4,31.7587,-106.48700000000001,USA,USA
709953538,0,1,33,3,18.2359,-66.4838,PRI,USA
709953539,0,1,33,3,39.828175,-98.5795,USA,USA
709953540,1,4,193,19,38.8573,-77.1816,USA,USA
709953541,1,4,193,19,38.8573,-77.1816,USA,USA
709953542,1,4,193,19,38.8573,-77.1816,USA,USA
709953543,1,4,193,19,38.8573,-77.1816,USA,USA
709953545,1,1,10,1,39.1381,-84.5038,USA,USA
709953546,1,1,10,1,33.7712,-111.38799999999999,USA,USA
709953548,1,1,20,2,41.3557,-72.0995,USA,USA
709953549,1,1,20,2,42.1497,-74.9384,USA,INT
709953551,0,1,36,3,60.0,100.0,RUS,USA
709953553,1,1,51,5,33.7712,-111.38799999999999,USA,USA
709953554,1,2,60,6,30.3335,-97.8003,USA,USA
709953555,1,2,90,9,30.0502,-98.0336,USA,USA
709953556,1,2,90,9,36.8667,-88.35,USA,USA
709953557,0,3,111,11,34.0522,-118.244,USA,USA
709953558,0,3,111,11,60.0,100.0,RUS,USA
709953559,1,3,112,11,39.828175,-98.5795,USA,INT
709953560,1,3,120,12,41.4995,-81.6954,USA,USA
709953561,1,3,120,12,41.4995,-81.6954,USA,USA
709953563,1,4,173,17,17.3753,78.4744,IND,IND
709953564,0,4,173,17,32.0229,-81.0561,USA,USA
709953566,0,4,1821,18,32.0674,-81.0954,USA,USA
709953567,0,4,1821,18,32.0229,-81.0561,USA,USA
709953568,0,4,1821,18,32.0229,-81.0561,USA,USA
709953569,0,4,190,19,32.0674,-81.0954,USA,USA
709953570,0,4,190,19,32.0229,-81.0561,USA,USA
709953571,0,4,190,19,32.0229,-81.0561,USA,USA
709953573,1,4,193,19,34.5334,-82.6499,USA,USA
709953574,1,4,193,19,36.4072,-105.573,USA,USA
709953575,1,4,193,19,36.5667,-105.667,USA,USA
709953576,1,4,193,19,36.5667,-105.667,USA,USA
709953577,1,4,193,19,42.1497,-74.9384,USA,INT
709953578,1,1,10,1,42.1929,125.234,CHN,CAN
709953579,1,1,10,1,43.0999,129.768,CHN,CAN
709953580,1,4,173,17,42.1929,125.234,CHN,CAN
709953581,0,1,20,2,28.9377,-95.32600000000001,USA,USA
709953582,0,1,20,2,28.9377,-95.32600000000001,USA,USA
709953584,0,4,173,17,34.1782,-82.37899999999999,USA,USA
709953585,1,4,193,19,33.0,66.0,AFG,SGP
709953586,0,1,50,5,55.8333,-4.25,GBR,GBR
709953587,1,1,50,5,55.8333,-4.25,GBR,GBR
709953588,1,2,86,8,33.7,73.1667,PAK,AUS
709953589,1,3,114,11,33.7,73.1667,PAK,PAK
709953592,0,4,173,17,32.0016,-81.0832,USA,USA
709953593,0,4,173,17,32.0229,-81.0561,USA,USA
709953595,0,1,10,1,28.9377,-95.32600000000001,USA,USA
709953596,1,1,20,2,55.95,-3.2,GBR,GBR
709953597,1,1,13,1,17.9833,-92.9167,MEX,INT
709953598,1,3,111,11,17.9833,-92.9167,MEX,INT
709953600,1,3,111,11,33.6,73.0667,PAK,USA
709953601,0,4,173,17,33.6,73.0667,PAK,PAK
709953602,1,4,175,17,33.7,73.1667,PAK,PAK
709953603,1,4,190,19,33.7,73.1667,PAK,AUS
709953604,0,1,43,4,24.8667,67.05,PAK,USA
709953605,0,1,43,4,24.8667,67.05,PAK,USA
709953606,1,2,80,8,33.7,73.1667,PAK,USA
709953607,0,3,141,14,33.7,73.1667,PAK,USA
709953608,0,4,193,19,33.6,73.0667,PAK,PAK
709953609,0,3,141,14,33.7,73.1667,PAK,USA
709953610,1,3,110,11,30.05,31.25,EGY,GBR
709953611,1,1,10,1,39.1381,-84.5038,USA,USA
